Ligand SMILES,Target Name,Kd (nM)
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)[C@@H]2CC2(F)F)nc2[nH]c(nc12)C(F)F)C1CCOCC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)[C@H]2CC2(F)F)nc2[nH]c(nc12)C(F)F)C1CCOCC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
COCCNc1ccc(Nc2cc(Nc3ccccc3N(C)S(C)(=O)=O)c3nc([nH]c3n2)C(F)F)nc1C#N,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
C[S@](=O)c1ccccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
C[S@@](=O)c1ccccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)-c3cc(C)n(C)n3)cc(Nc3cccc(n3)C(F)(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cc1cc(nn1C)-c1ccc(Nc2cc(Nc3cnc(C)c(C)n3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cn1cnc(c1)-c1ccc(Nc2cc(NC(=O)[C@H]3C[C@H]3F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1c(cnn1C)-c1ccc(Nc2cc(Nc3cccc(n3)C#N)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1cc(nn1C)-c1ccc(Nc2cc(Nc3ccc(C)c(n3)C#N)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cc1cnc(s1)-c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cc1cnc(s1)-c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(C)nc23)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)[C@@H]2CC2(F)F)nc2[nH]c(nc12)C(F)F)[C@H]1CCCO1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)[C@H]2CC2(F)F)nc2[nH]c(nc12)C(F)F)[C@H]1CCCO1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1c(cnn1C)-c1ccc(Nc2cc(NC(=O)[C@@H]3CC3(F)F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1c(cnn1C)-c1ccc(Nc2cc(NC(=O)[C@H]3CC3(F)F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)[C@H]2CC2(F)F)nc2[nH]c(nc12)C(F)F)[C@H]1CCCOC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)[C@@H]2CC2(F)F)nc2[nH]c(nc12)C(F)F)[C@H]1CCCOC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)-c3nc(C)c(C)s3)cc(NC(=O)C3CC3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1cc(nn1C)-c1ccc(Nc2cc(NC(=O)[C@@H]3CC3(F)F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cc1cc(nn1C)-c1ccc(Nc2cc(NC(=O)[C@H]3CC3(F)F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1cn(C)nc1-c1ccc(Nc2cc(Nc3cnc(C)c(C)n3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)[C@@H]2CC2(F)F)nc2[nH]c(nc12)C(F)F)[C@@H]1CCCO1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)[C@H]2CC2(F)F)nc2[nH]c(nc12)C(F)F)[C@@H]1CCCO1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)[C@@H]2CC2(F)F)nc2[nH]c(nc12)C(F)F)C1CCC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)[C@H]2CC2(F)F)nc2[nH]c(nc12)C(F)F)C1CCC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
COc1c(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)cccc1-c1nc(C)cs1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
COc1c(Nc2cc(NC(=O)C3CC3)nc3[nH]c(C)nc23)cccc1-c1nc(C)cs1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cn1cnc(c1)-c1ccc(Nc2cc(NC(=O)[C@@H]3C[C@@H]3F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2(F)F)nc2[nH]c(nc12)C(F)F)[C@@H]1CCCCO1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
CN=S(C)(=O)c1ccccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(C)nc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2(F)F)nc2[nH]c(nc12)C(F)F)[C@H]1CCCO1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CCC(C)(C)O3)cc(NC(=O)C3CC3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1c(cnn1C)-c1ccc(Nc2cc(NC(=O)C3CC3(F)F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CC1(C)CCC(O1)c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CS(=O)c1ccccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CCCO3)cc(NC(=O)C3CC3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.9
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F)C1CCCO1,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
Cc1nc2c(Nc3ccccc3S(C)=O)cc(NC(=O)C3CC3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2(F)F)nc2[nH]c(nc12)C(F)F)C1CCOCC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1cc(nn1C)-c1ccc(Nc2cc(NC(=O)C3CC3(F)F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3=NC(C)(C)CO3)cc(NC(=O)[C@H]3C[C@H]3F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)[C@H]3CCCO3)cc(NC(=O)C3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cc1cnc(-c2ccc(Nc3cc(Nc4cccc(n4)C#N)nc4[nH]c(nc34)C(F)F)c(c2)S(C)(=O)=O)n1C,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)-c3c(C)nn(C)c3C)cc(Nc3cnc(C)c(C)n3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nn(C)c(C)c1-c1ccc(Nc2cc(Nc3cnc(C)c(C)n3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)-c3c(C)nn(C)c3C)cc(Nc3cc(C)nc(C)n3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nn(C)c(C)c1-c1ccc(Nc2cc(Nc3cc(C)nc(C)n3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3=NC(C)(C)CS3)cc(NC(=O)C3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
Cc1nn(C)c(C)c1-c1ccc(Nc2cc(Nc3cccc(n3)C#N)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)[C@@H]3CCCO3)cc(NC(=O)C3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
COc1c(Nc2cc(Nc3cccc(n3)C#N)nc3[nH]c(nc23)C(F)F)cccc1-c1nc(C)cs1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1c(C)n(C)nc1-c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CC1(C)CSC(=N1)c1ccc(Nc2cc(NC(=O)C3CC3(F)F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)-c3ncc(C)n3C)cc(Nc3cccc(n3)C#N)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CC1(C)CC[C@H](OC1)c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CC1(C)CC[C@@H](OC1)c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)-c3c(C)nn(C)c3C)cc(Nc3cccc(n3)C#N)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CC1(C)CCC(OC1)c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CC(C)(C)OC(C)(C)C3)cc(NC(=O)C3CC3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2(F)F)nc2[nH]c(nc12)C(F)F)C1CCC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2(F)F)nc2[nH]c(nc12)C(F)F)[C@@H]1CCCOC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2(F)F)nc2[nH]c(nc12)C(F)F)[C@H]1CCCOC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CCC3)cc(NC(=O)C3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CN=S(C)(=O)c1ccccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)-c3nn(C)cc3C)cc(NC(=O)C3CC3(C)C)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1cn(C)nc1-c1ccc(Nc2cc(NC(=O)C3CC3(C)C)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CS(=O)(=O)c1cc(ccc1Nc1cc(Nc2cccc(n2)C(F)(F)F)nc2[nH]c(nc12)C(F)F)C1CCCCO1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cc1cc(Nc2cc(Nc3ccc(cc3S(C)(=O)=O)C3CCCCO3)c3nc([nH]c3n2)C(F)F)nc(C)n1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.9
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CCCCO3)cc(Nc3cc(C)nc(C)n3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.9
COc1c(Nc2cc(NC(=O)C3C[C@@H]3F)nc3[nH]c(C)nc23)cccc1-c1ncn(C)n1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
CN(c1cc(ccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F)C1CCCCO1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CN(c1cc(ccc1Nc1cc(NC(=O)C2C[C@@H]2F)nc2[nH]c(nc12)C(F)F)-c1cncn1C)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cn1ccc(n1)-c1ccc(Nc2cc(NC(=O)C3C[C@@H]3F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CN(c1cc(ccc1Nc1cc(NC(=O)C2C[C@@H]2F)nc2[nH]c(C)nc12)-c1cnn(C)c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
COc1c(Nc2cc(NC(=O)C3C[C@@H]3F)nc3[nH]c(nc23)C(F)F)cccc1-c1ncn(C)n1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CN(c1cc(ccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(C)nc12)C1CCCCO1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CN(c1cc(ccc1Nc1cc(NC(=O)C2CC2(F)F)nc2[nH]c(C)nc12)-c1cnn(C)c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)-c3ccn(C)n3)cc(NC(=O)C3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)-c3cn(C)cn3)cc(NC(=O)C3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cn1cncc1-c1ccc(Nc2cc(NC(=O)C3CC3(F)F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CN(c1cc(ccc1Nc1cc(NC(=O)C2CC2(F)F)nc2[nH]c(nc12)C(F)F)-c1cncn1C)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cn1cnc(c1)-c1ccc(Nc2cc(NC(=O)C3CC3(F)F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)-c3cncn3C)cc(NC(=O)C3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)-c3ccn(C)n3)cc(CO)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
CN(c1cc(ccc1Nc1cc(NC(=O)C2CC2(F)F)nc2[nH]c(C)nc12)-c1cncn1C)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
CN(c1cc(ccc1Nc1cc(NC(=O)C2CC2(F)F)nc2[nH]c(nc12)C(F)F)-c1cnn(C)c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cn1ccc(n1)-c1ccc(Nc2cc(NC(=O)C3CC3(F)F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CCCCO3)cc(NC(=O)C3CC3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.9
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CCOC3)cc(NC(=O)C3CC3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F)C1CCOC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F)C1CCCOC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CS(=O)(=O)c1ccccc1Nc1cc(Nc2cc3CCCc3nn2)nc2[nH]c(nc12)C(F)F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.9
COCCCc1csc(n1)-c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
CC(C)c1ccc(Nc2cc(Nc3ccc(cc3S(C)(=O)=O)-c3cnn(C)c3C)c3nc(C)[nH]c3n2)nc1C#N,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CN=[S@](C)(=O)c1ccccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CN=[S@@](C)(=O)c1ccccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1ncc(Nc2cc(Nc3ccc(cc3S(C)(=O)=O)C3CCCCO3)c3nc([nH]c3n2)C(F)F)nc1C,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CCCCO3)cc(Nc3cnc(C)c(C)n3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.9
CC1(C)CC(CC(C)(C)O1)c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
COC(C)c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(C)nc23)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F)C1CCCCO1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.9
COC(C)c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
COc1c(Nc2cc(Nc3ccc(NCCCCl)c(n3)C#N)nc3[nH]c(C)nc23)cccc1-c1nnn(C)n1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cn1cncc1-c1ccc(Nc2cc(NC(=O)[C@@H]3C[C@@H]3F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.9
Cn1cncc1-c1ccc(Nc2cc(NC(=O)[C@H]3C[C@H]3F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1cn(C)nc1-c1ccc(Nc2cc(NC(=O)[C@@H]3C[C@@H]3F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.9
Cc1cn(C)nc1-c1ccc(Nc2cc(NC(=O)[C@H]3C[C@H]3F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CP(C)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F)C1CCOCC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
CS(=O)(=O)c1cc(ccc1Nc1cc(Nc2cc3CCCCCn3n2)nc2[nH]c(nc12)C(F)F)C1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CC3)cc(Nc3cc4CCCCCn4n3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CCC3)cc(NC(=O)[C@@H]3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CCC3)cc(NC(=O)[C@H]3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CCC3)cc(NC(=O)[C@H]3C[C@H]3F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CCC3)cc(NC(=O)[C@@H]3C[C@@H]3F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc(sc1C)-c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1cc(Nc2cc(Nc3ccc(cc3S(C)(=O)=O)C3CC3)c3nc([nH]c3n2)C(F)F)nc(C)n1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1ncc(Nc2cc(Nc3ccc(cc3S(C)(=O)=O)C3CC3)c3nc([nH]c3n2)C(F)F)nc1C,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1ccc(o1)-c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1ccc(o1)-c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(C)nc23)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1cc(oc1C)-c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)-c3cc(C)c(C)o3)cc(NC(=O)C3CC3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)[C@H]3CCCO3)cc(NC(=O)[C@@H]3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)[C@H]3CCCO3)cc(NC(=O)[C@H]3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F)[C@@H]1CCCO1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.9
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)C2CC2)nc2[nH]c(nc12)C(F)F)[C@H]1CCCO1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)[C@@H]3CCCO3)cc(NC(=O)[C@@H]3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)[C@@H]3CCCO3)cc(NC(=O)[C@H]3CC3(F)F)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
CC1(C)COC(=N1)c1ccc(Nc2cc(NC(=O)[C@@H]3C[C@@H]3F)nc3[nH]c(nc23)C(F)F)c(c1)S(C)(=O)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
Cn1ccc(n1)-c1ccc(Nc2cc(NC(=O)C3CC3)nc3[nH]c(nc23)C(F)F)c(c1)P(C)(C)=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.9
Cc1nc2c(Nc3ccc(cc3P(C)(C)=O)-c3ccn(C)n3)cc(NC(=O)C3CC3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3P(C)(C)=O)C3CCOCC3)cc(NC(=O)C3CC3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.75
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)[C@H]2C[C@H]2F)nc2[nH]c(nc12)C(F)F)C1CCC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CS(=O)(=O)c1cc(ccc1Nc1cc(NC(=O)[C@@H]2C[C@@H]2F)nc2[nH]c(nc12)C(F)F)C1CCC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CC3)cc(Nc3cc(C)nc(C)n3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
Cc1nc2c(Nc3ccc(cc3S(C)(=O)=O)C3CC3)cc(Nc3cnc(C)c(C)n3)nc2[nH]1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.3
