Ligand SMILES,Target Name,Kd (nM)
CNc1cc(Nc2cccn([C@@H]3CC[C@@H](CC3)OC)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@@H]3CC[C@@H](CC3)OC)c2=O)nc2c(cnn12)C(=O)NC1CCC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@H]3CC[C@](C)(CC3)OC)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@H]3CC[C@](C)(CC3)OC)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@H]3CC[C@@](C)(CC3)OC)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@H]3CC[C@@](C)(CC3)OC)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(CC3CCCCO3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(CC3CCCCO3)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC2CN(CC(F)(F)F)C2)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(-c3nc(C)co3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(-c3nc(C)co3)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@H]3CC[C@@](C)(O)CC3)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@H]3CC[C@](C)(O)CC3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@H]3CC[C@](C)(O)CC3)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
COc1ncccc1Nc1cc(NCCCN2CCOCC2)n2ncc(C(=O)NC3CC3)c2n1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
COc1ncccc1Nc1cc(NCCCN2CCOCC2)n2ncc(C(=O)N[C@H]3C[C@H]3F)c2n1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cc(F)cn(-c3ccn(C)n3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cc(F)cn(-c3ccn(C)n3)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cc(F)cn(-c3cnn(C)c3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cc(F)cn(-c3cnn(C)c3)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccc(n2)N2CCCC2)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccc(n2)N2CCCC2)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cc(F)cn(-c3cc(C)n(C)n3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cc(F)cn(-c3cc(C)n(C)n3)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(-c3nc(C)co3)c2=O)nc2c(cnn12)C(=O)NC1CCC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
COc1ncccc1Nc1cc(NCCN2CCOCC2)n2ncc(C(=O)NC3CC3)c2n1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
COc1ncccc1Nc1cc(NCCN2CCOCC2)n2ncc(C(=O)N[C@H]3C[C@H]3F)c2n1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(-c3ccc(cc3)C3CCN(C)CC3)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)NC1CCC1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)NC1CCC1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(C3CCC4(CC3)OCCO4)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(C(C)C)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn([C@H]3CCC[C@@H]3OC)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(-c3nn(C)cc3C)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(-c3nn(C)cc3C)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(-c3cnn(CC4CCOCC4)c3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(-c3cnn(CC4CCOCC4)c3)c2=O)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)NC1CC2(COC2)C1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CCONC(=O)c1cnn2c(NC)cc(Nc3cccnc3OC)nc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(C[C@H]3CCCCO3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(C[C@@H]3CCCCO3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@H]3CC[C@@](C)(O)CC3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(C3CCC4(CC3)OCCO4)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cc(F)cn(-c3nn(C)cc3C)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)NCCC1CCCO1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)NCCC(C)(C)O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)NCCC(C)(C)O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@@H]1CCC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)N[C@@H]1CCC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)NCC1(CO)CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)NCC1(CO)CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(C[C@H]3CCCCO3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(C[C@@H]3CCCCO3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cc(F)cn(-c3nn(C)cc3C)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],10.0
CNc1cc(Nc2cccc(n2)C2CCCCO2)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2CC2CC2)nc2c(cnn12)C(=O)NC1CC2(COC2)C1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)NCC(C)CO,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)NCC(C)CO,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC1)[N+](=[N-])c1cccn([C@H]2CCC[C@@H]2OC)c1=O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@H]1C[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)N[C@H]1C[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC1)-c1nn(C(C)C)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC1)-c1nn(C2CCOCC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn([C@H]3CCC[C@@H]3OC)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC1)-c1nn(C2CCOC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(-c3cnn(CC4CCOC4)c3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@@H]1[C@H]2COC[C@@H]12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)N[C@@H]1[C@H]2COC[C@@H]12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)NC1[C@H]2COC[C@@H]12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@H]1CCC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F)-c1nn(C2CCOCC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F)-c1nn(C(C)C)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F)-c1nn(C2CCOC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(CCOC3CC3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(CCOC3CC3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(nc2c(cnn12)C(=O)NC1CC1)-c1nn(CCN2CCOCC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F)-c1nn(CCN2CCOCC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)NC1CC1)-c1nn(CCN2CCCCC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F)-c1nn(CCN2CCCCC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@@H]1CCC[C@@H](O)C1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@H]1CCC[C@H](O)C1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)N[C@H]1CC[C@H](O)C1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@H]1CC[C@H](O)C1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccc(n2)[C@@H]2CCCCO2)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccc(n2)[C@H]2CCCCO2)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)N[C@H]1CCC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)NCCC1(O)CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)NCCC1(O)CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(Nc2cccn(C3CCCN(C)C3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(CCOC3CC3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1CC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(CCOC3CC3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn([C@@H]3CCCOC3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@H]3CCCOC3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)NC(C)(C)C#N,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CCCCn1cc(-c2cc(NC)n3ncc(C(=O)NC4CC4)c3n2)c2cccnc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CCCCn1cc(-c2cc(NC)n3ncc(C(=O)N[C@@H]4C[C@@H]4F)c3n2)c2cccnc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)NC1CC1)-c1nn(CCN2CCN(C)CC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F)-c1nn(CCN2CCN(C)CC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccc(n2)N2CC[C@H](C2)OC)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)NC[C@H](C)CO,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)NC[C@@H](C)CO,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@@H]3CCC[C@H]3OC)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H](O)C1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)N[C@@H]1CC[C@@H](O)C1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@H]3CCC[C@H]3OC)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)NC(C)(C)C#N,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cc(F)cn(C3CCCOC3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(-c3ncccc3F)c2=O)nc2c(cnn12)C(=O)NC1CC2(COC2)C1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(C3=NC(C)(C)CS3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(C3=NC(C)(C)CS3)c2=O)nc2c(cnn12)C(=O)NC1CCC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(-c3nn(C)c(C)c3C)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(-c3nn(C)c(C)c3C)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(C3CCCN(C)C3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@@H]3CCC[C@@H]3OC)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccc(n2)C2CCCOC2)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(C3CCOCC3)c2=O)nc2c(cnn12)C(=O)NCC(C)(C)CO,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(-c3ncccc3F)c2=O)nc2c(cnn12)C(=O)NCC(C)(C)CO,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@H]3CCCN(C)C3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn([C@@H]3CCCN(C)C3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(CCOC3CC3)c2=O)nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(Nc2cccn(CCOC3CC3)c2=O)nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F)-c1nn([C@@H]2CCOC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F)-c1nn([C@H]2CCOC2)c2ncccc12,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccnc2OC)nc2c(cnn12)C(=O)N[C@@H]1COC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccnc2OC2CC2)nc2c(cnn12)C(=O)N[C@H]1COC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cc(F)cn(C3CCCOC3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccc(n2)C2CCCOC2)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cc(cn(-c3cnn(C)c3)c2=O)C(F)(F)F)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn([C@@H]3CCC[C@@H]3OC)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(Nc2cccn(C3=NC(C)(C)CS3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(C3CCOCC3)c2=O)nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(C3CCOCC3)c2=O)nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cc(F)cn(C3CCOCC3)c2=O)nc2c(cnn12)C(=O)NC(C)(C)CO,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccc(n2)C2CCCCO2)nc2c(cnn12)C(=O)NCC1(CO)CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2ccc3OCCOc3n2)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2ccc3OCCOc3n2)nc2c(cnn12)C(=O)N[C@H]1C[C@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cc(F)cn([C@@H]3CCCOC3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cc(F)cn([C@H]3CCCOC3)c2=O)nc2c(cnn12)C(=O)NC1CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn([C@H]3CCCN(C)C3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@@H]3CCCN(C)C3)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn([C@H]3CCC[C@H]3OC)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,Non-receptor tyrosine-protein kinase TYK2 [556-888],5.5
CNc1cc(Nc2cccn([C@H]3CC[C@@H](CC3)OC)c2=O)nc2c(cnn12)C(=O)N[C@H]1CC[C@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn([C@H]3CC[C@@H](CC3)OC)c2=O)nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1O,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(-c3ncccc3F)c2=O)nc2c(cnn12)C(=O)NCC1(CO)CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
CNc1cc(Nc2cccn(C3CCN(C)CC3)c2=O)nc2c(cnn12)C(=O)NCC(C)(C)CO,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn(C3CCN(C)CC3)c2=O)nc2c(cnn12)C(=O)NCC1(CO)CC1,Non-receptor tyrosine-protein kinase TYK2 [556-888],0.6
CNc1cc(Nc2cccn([C@H]3CC[C@@H](CC3)OC)c2=O)nc2c(cnn12)C(=O)NCC(C)(C)CO,Non-receptor tyrosine-protein kinase TYK2 [556-888],-0.8
